RiverMeter,RiverKM,Elevation,Easting,Northing,Year,,,,,,,,,,,,
11477,11.477,4.608,642027.013,4241681.372,2013,,,,,,,,,,,,
11474,11.474,4.579,642025.255,4241679.714,2013,,,,,,,,,,,,
11472,11.472,4.679,642023.428,4241678.000,2013,,,,,,,,,,,,
11469,11.469,4.662,642021.581,4241676.216,2013,,,,,,,,,,,,
11467,11.467,4.695,642019.592,4241674.531,2013,,,,,,,,,,,,
11464,11.464,4.67,642017.375,4241673.486,2013,,,,,,,,,,,,
11462,11.462,4.664,642015.389,4241672.400,2013,,,,,,,,,,,,
11460,11.46,4.696,642013.577,4241671.273,2013,,,,,,,,,,,,
11458,11.458,4.7,642011.534,4241670.151,2013,,,,,,,,,,,,
11455,11.455,4.789,642009.425,4241668.777,2013,,,,,,,,,,,,
11452,11.452,4.833,642007.047,4241667.292,2013,,,,,,,,,,,,
11450,11.45,4.837,642005.387,4241666.332,2013,,,,,,,,,,,,
11448,11.448,4.766,642003.349,4241665.108,2013,,,,,,,,,,,,
11446,11.446,4.685,642001.323,4241664.074,2013,,,,,,,,,,,,
11445,11.445,4.629,641999.418,4241663.888,2013,,,,,,,,,,,,
11444,11.444,4.582,641997.337,4241663.775,2013,,,,,,,,,,,,
11441,11.441,4.594,641995.051,4241662.890,2013,,,,,,,,,,,,
11439,11.439,4.549,641993.007,4241661.716,2013,,,,,,,,,,,,
11437,11.437,4.565,641991.410,4241660.409,2013,,,,,,,,,,,,
11435,11.435,4.61,641989.739,4241658.910,2013,,,,,,,,,,,,
11433,11.433,4.561,641987.982,4241657.429,2013,,,,,,,,,,,,
11431,11.431,4.381,641986.320,4241656.170,2013,,,,,,,,,,,,
11429,11.429,4.33,641984.350,4241654.809,2013,,,,,,,,,,,,
11427,11.427,4.316,641982.626,4241653.035,2013,,,,,,,,,,,,
11425,11.425,4.36,641980.865,4241651.443,2013,,,,,,,,,,,,
11423,11.423,4.354,641979.429,4241650.132,2013,,,,,,,,,,,,
11421,11.421,4.344,641978.262,4241648.633,2013,,,,,,,,,,,,
11419,11.419,4.315,641977.091,4241647.231,2013,,,,,,,,,,,,
11415,11.415,4.328,641975.626,4241643.664,2013,,,,,,,,,,,,
11412,11.412,4.35,641974.278,4241641.442,2013,,,,,,,,,,,,
11410,11.41,4.246,641972.609,4241639.430,2013,,,,,,,,,,,,
11407,11.407,4.209,641971.388,4241637.076,2013,,,,,,,,,,,,
11405,11.405,4.17,641970.096,4241635.002,2013,,,,,,,,,,,,
11404,11.404,4.191,641969.209,4241633.012,2013,,,,,,,,,,,,
11401,11.401,4.24,641967.907,4241630.576,2013,,,,,,,,,,,,
11399,11.399,4.233,641966.913,4241628.596,2013,,,,,,,,,,,,
11397,11.397,4.313,641966.045,4241626.125,2013,,,,,,,,,,,,
11395,11.395,4.348,641964.976,4241623.714,2013,,,,,,,,,,,,
11394,11.394,4.372,641963.530,4241622.093,2013,,,,,,,,,,,,
11392,11.392,4.43,641962.395,4241620.558,2013,,,,,,,,,,,,
11390,11.39,4.534,641961.223,4241618.702,2013,,,,,,,,,,,,
11388,11.388,4.585,641961.512,4241616.106,2013,,,,,,,,,,,,
11386,11.386,4.452,641961.851,4241613.540,2013,,,,,,,,,,,,
11383,11.383,4.372,641961.482,4241611.443,2013,,,,,,,,,,,,
11381,11.381,4.284,641961.388,4241609.437,2013,,,,,,,,,,,,
11379,11.379,4.247,641961.319,4241607.132,2013,,,,,,,,,,,,
11378,11.378,4.23,641961.276,4241604.689,2013,,,,,,,,,,,,
11375,11.375,4.145,641960.943,4241602.173,2013,,,,,,,,,,,,
11373,11.373,4.007,641960.890,4241599.560,2013,,,,,,,,,,,,
11371,11.371,3.906,641960.910,4241597.399,2013,,,,,,,,,,,,
11368,11.368,3.854,641960.558,4241595.139,2013,,,,,,,,,,,,
11366,11.366,3.963,641960.528,4241592.698,2013,,,,,,,,,,,,
11364,11.364,4.074,641960.742,4241590.774,2013,,,,,,,,,,,,
11362,11.362,4.182,641960.924,4241588.535,2013,,,,,,,,,,,,
11360,11.36,4.261,641961.322,4241586.605,2013,,,,,,,,,,,,
11359,11.359,4.242,641962.192,4241584.908,2013,,,,,,,,,,,,
11357,11.357,4.363,641962.883,4241582.759,2013,,,,,,,,,,,,
11355,11.355,4.326,641963.749,4241580.865,2013,,,,,,,,,,,,
11353,11.353,4.247,641963.523,4241578.477,2013,,,,,,,,,,,,
11351,11.351,4.079,641963.081,4241576.378,2013,,,,,,,,,,,,
11349,11.349,3.902,641962.485,4241574.511,2013,,,,,,,,,,,,
11345,11.345,3.783,641961.954,4241572.834,2013,,,,,,,,,,,,
11343,11.343,3.801,641961.353,4241570.950,2013,,,,,,,,,,,,
11341,11.341,3.912,641960.699,4241569.095,2013,,,,,,,,,,,,
11340,11.34,4.118,641960.030,4241567.292,2013,,,,,,,,,,,,
11338,11.338,4.287,641959.355,4241565.421,2013,,,,,,,,,,,,
11335,11.335,4.436,641958.742,4241563.206,2013,,,,,,,,,,,,
11333,11.333,4.552,641957.957,4241561.107,2013,,,,,,,,,,,,
11331,11.331,4.673,641957.349,4241558.959,2013,,,,,,,,,,,,
11329,11.329,4.827,641956.820,4241557.078,2013,,,,,,,,,,,,
11327,11.327,4.879,641956.312,4241555.023,2013,,,,,,,,,,,,
11325,11.325,4.898,641955.696,4241552.919,2013,,,,,,,,,,,,
11322,11.322,4.878,641955.079,4241550.897,2013,,,,,,,,,,,,
11320,11.32,4.811,641954.204,4241548.815,2013,,,,,,,,,,,,
11317,11.317,4.725,641953.505,4241546.659,2013,,,,,,,,,,,,
11314,11.314,4.625,641952.617,4241544.306,2013,,,,,,,,,,,,
11312,11.312,4.564,641951.705,4241542.334,2013,,,,,,,,,,,,
11310,11.31,4.529,641950.939,4241540.335,2013,,,,,,,,,,,,
11308,11.308,4.574,641950.116,4241538.433,2013,,,,,,,,,,,,
11306,11.306,4.535,641949.340,4241536.361,2013,,,,,,,,,,,,
11303,11.303,4.505,641948.560,4241534.078,2013,,,,,,,,,,,,
11301,11.301,4.545,641947.871,4241532.497,2013,,,,,,,,,,,,
11299,11.299,4.499,641947.071,4241530.631,2013,,,,,,,,,,,,
11297,11.297,4.482,641946.278,4241528.686,2013,,,,,,,,,,,,
11295,11.295,4.513,641945.818,4241526.741,2013,,,,,,,,,,,,
11293,11.293,4.616,641945.700,4241524.493,2013,,,,,,,,,,,,
11291,11.291,4.585,641945.209,4241522.126,2013,,,,,,,,,,,,
11289,11.289,4.582,641944.785,4241520.088,2013,,,,,,,,,,,,
11287,11.287,4.585,641944.617,4241517.895,2013,,,,,,,,,,,,
11285,11.285,4.514,641944.448,4241515.952,2013,,,,,,,,,,,,
11283,11.283,4.461,641944.087,4241513.841,2013,,,,,,,,,,,,
11281,11.281,4.407,641943.542,4241511.583,2013,,,,,,,,,,,,
11279,11.279,4.377,641943.018,4241509.480,2013,,,,,,,,,,,,
11277,11.277,4.346,641942.392,4241507.149,2013,,,,,,,,,,,,
11275,11.275,4.377,641941.673,4241505.031,2013,,,,,,,,,,,,
11272,11.272,4.374,641940.966,4241502.928,2013,,,,,,,,,,,,
11270,11.27,4.341,641940.361,4241500.757,2013,,,,,,,,,,,,
11268,11.268,4.332,641939.783,4241498.298,2013,,,,,,,,,,,,
11266,11.266,4.458,641939.059,4241496.070,2013,,,,,,,,,,,,
11263,11.263,4.527,641938.042,4241493.574,2013,,,,,,,,,,,,
11261,11.261,4.613,641936.754,4241491.981,2013,,,,,,,,,,,,
11259,11.259,4.643,641935.308,4241490.342,2013,,,,,,,,,,,,
11257,11.257,4.633,641933.897,4241488.694,2013,,,,,,,,,,,,
11255,11.255,4.669,641932.442,4241486.991,2013,,,,,,,,,,,,
11252,11.252,4.731,641930.791,4241484.890,2013,,,,,,,,,,,,
11250,11.25,4.719,641929.125,4241483.040,2013,,,,,,,,,,,,
11247,11.247,4.701,641927.550,4241480.636,2013,,,,,,,,,,,,
11243,11.243,4.731,641925.858,4241478.923,2013,,,,,,,,,,,,
11241,11.241,4.772,641924.268,4241477.352,2013,,,,,,,,,,,,
11239,11.239,4.693,641922.619,4241475.474,2013,,,,,,,,,,,,
11237,11.237,4.705,641921.171,4241474.130,2013,,,,,,,,,,,,
11235,11.235,4.716,641919.460,4241472.602,2013,,,,,,,,,,,,
11233,11.233,4.742,641918.348,4241470.872,2013,,,,,,,,,,,,
11231,11.231,4.739,641917.080,4241468.858,2013,,,,,,,,,,,,
11228,11.228,4.673,641915.979,4241466.480,2013,,,,,,,,,,,,
11226,11.226,4.678,641915.347,4241464.211,2013,,,,,,,,,,,,
11223,11.223,4.64,641914.402,4241461.864,2013,,,,,,,,,,,,
11221,11.221,4.672,641913.452,4241459.892,2013,,,,,,,,,,,,
11219,11.219,4.673,641912.430,4241457.852,2013,,,,,,,,,,,,
11217,11.217,4.624,641910.957,4241456.561,2013,,,,,,,,,,,,
11215,11.215,4.603,641909.369,4241455.021,2013,,,,,,,,,,,,
11214,11.214,4.58,641907.656,4241453.604,2013,,,,,,,,,,,,
11211,11.211,4.529,641906.304,4241452.058,2013,,,,,,,,,,,,
11209,11.209,4.519,641904.580,4241450.468,2013,,,,,,,,,,,,
11207,11.207,4.561,641902.744,4241449.151,2013,,,,,,,,,,,,
11205,11.205,4.461,641901.415,4241447.314,2013,,,,,,,,,,,,
11203,11.203,4.544,641899.995,4241445.321,2013,,,,,,,,,,,,
11200,11.2,4.589,641897.812,4241443.043,2013,,,,,,,,,,,,
11198,11.198,4.587,641896.207,4241441.183,2013,,,,,,,,,,,,
11195,11.195,4.521,641894.984,4241438.793,2013,,,,,,,,,,,,
11192,11.192,4.529,641893.865,4241436.350,2013,,,,,,,,,,,,
11190,11.19,4.526,641892.537,4241434.357,2013,,,,,,,,,,,,
11187,11.187,4.545,641891.237,4241431.739,2013,,,,,,,,,,,,
11185,11.185,4.309,641889.852,4241429.797,2013,,,,,,,,,,,,
11183,11.183,4.194,641888.779,4241428.176,2013,,,,,,,,,,,,
11181,11.181,4.271,641888.452,4241426.405,2013,,,,,,,,,,,,
11179,11.179,4.347,641887.889,4241424.438,2013,,,,,,,,,,,,
11177,11.177,4.471,641887.992,4241422.373,2013,,,,,,,,,,,,
11175,11.175,4.319,641888.120,4241420.297,2013,,,,,,,,,,,,
11173,11.173,4.288,641887.532,4241417.927,2013,,,,,,,,,,,,
11170,11.17,4.216,641886.267,4241415.695,2013,,,,,,,,,,,,
11168,11.168,4.244,641885.347,4241413.356,2013,,,,,,,,,,,,
11166,11.166,4.276,641884.824,4241411.334,2013,,,,,,,,,,,,
11164,11.164,4.305,641883.886,4241409.274,2013,,,,,,,,,,,,
11161,11.161,4.115,641882.757,4241407.384,2013,,,,,,,,,,,,
11159,11.159,4.133,641881.799,4241405.206,2013,,,,,,,,,,,,
11157,11.157,4.131,641881.120,4241402.873,2013,,,,,,,,,,,,
11154,11.154,4.265,641881.239,4241400.446,2013,,,,,,,,,,,,
11152,11.152,4.336,641881.381,4241398.087,2013,,,,,,,,,,,,
11150,11.15,4.352,641880.966,4241395.957,2013,,,,,,,,,,,,
11148,11.148,4.314,641880.685,4241393.728,2013,,,,,,,,,,,,
11145,11.145,4.262,641880.072,4241391.338,2013,,,,,,,,,,,,
11143,11.143,4.231,641879.761,4241388.959,2013,,,,,,,,,,,,
11140,11.14,4.213,641880.672,4241387.084,2013,,,,,,,,,,,,
11138,11.138,4.139,641880.899,4241384.735,2013,,,,,,,,,,,,
11136,11.136,4.193,641880.966,4241382.195,2013,,,,,,,,,,,,
11134,11.134,4.227,641880.450,4241380.367,2013,,,,,,,,,,,,
11132,11.132,4.308,641880.899,4241378.204,2013,,,,,,,,,,,,
11131,11.131,4.316,641881.866,4241375.921,2013,,,,,,,,,,,,
11129,11.129,4.304,641882.788,4241373.516,2013,,,,,,,,,,,,
11127,11.127,4.367,641882.687,4241371.326,2013,,,,,,,,,,,,
11124,11.124,4.329,641882.768,4241368.707,2013,,,,,,,,,,,,
11122,11.122,4.385,641882.354,4241366.577,2013,,,,,,,,,,,,
11120,11.12,4.296,641882.109,4241364.245,2013,,,,,,,,,,,,
11118,11.118,4.311,641881.998,4241362.034,2013,,,,,,,,,,,,
11116,11.116,4.341,641881.960,4241359.859,2013,,,,,,,,,,,,
11114,11.114,4.432,641882.257,4241358.008,2013,,,,,,,,,,,,
11112,11.112,4.416,641882.639,4241355.785,2013,,,,,,,,,,,,
11110,11.11,4.449,641882.875,4241353.603,2013,,,,,,,,,,,,
11108,11.108,4.433,641882.869,4241351.109,2013,,,,,,,,,,,,
11105,11.105,4.438,641882.632,4241348.569,2013,,,,,,,,,,,,
11103,11.103,4.366,641882.699,4241345.762,2013,,,,,,,,,,,,
11100,11.1,4.318,641882.752,4241342.913,2013,,,,,,,,,,,,
11098,11.098,4.336,641882.224,4241340.225,2013,,,,,,,,,,,,
11095,11.095,4.344,641881.463,4241337.726,2013,,,,,,,,,,,,
11092,11.092,4.378,641880.790,4241334.980,2013,,,,,,,,,,,,
11089,11.089,4.347,641880.101,4241332.206,2013,,,,,,,,,,,,
11086,11.086,4.307,641879.513,4241329.743,2013,,,,,,,,,,,,
11084,11.084,4.347,641878.649,4241327.626,2013,,,,,,,,,,,,
11081,11.081,4.348,641877.100,4241325.519,2013,,,,,,,,,,,,
11079,11.079,4.185,641876.092,4241323.752,2013,,,,,,,,,,,,
11078,11.078,4.026,641875.521,4241322.558,2013,,,,,,,,,,,,
11076,11.076,4.199,641873.909,4241321.043,2013,,,,,,,,,,,,
11074,11.074,4.191,641872.901,4241319.070,2013,,,,,,,,,,,,
11072,11.072,4.19,641871.705,4241317.635,2013,,,,,,,,,,,,
11071,11.071,4.234,641870.502,4241315.635,2013,,,,,,,,,,,,
11068,11.068,4.1,641869.320,4241313.397,2013,,,,,,,,,,,,
11066,11.066,4.16,641867.436,4241311.635,2013,,,,,,,,,,,,
11063,11.063,4.095,641865.791,4241309.359,2013,,,,,,,,,,,,
11061,11.061,4.056,641864.989,4241307.268,2013,,,,,,,,,,,,
11058,11.058,4.046,641863.176,4241305.018,2013,,,,,,,,,,,,
11056,11.056,4.072,641861.310,4241303.216,2013,,,,,,,,,,,,
11054,11.054,3.971,641859.898,4241301.639,2013,,,,,,,,,,,,
11051,11.051,3.954,641858.732,4241299.582,2013,,,,,,,,,,,,
11049,11.049,3.945,641857.304,4241297.901,2013,,,,,,,,,,,,
11047,11.047,3.973,641856.079,4241296.320,2013,,,,,,,,,,,,
11045,11.045,3.972,641854.935,4241294.502,2013,,,,,,,,,,,,
11043,11.043,3.973,641853.512,4241292.913,2013,,,,,,,,,,,,
11041,11.041,3.964,641852.597,4241290.811,2013,,,,,,,,,,,,
11039,11.039,3.886,641851.046,4241289.807,2013,,,,,,,,,,,,
11037,11.037,3.742,641849.630,4241288.449,2013,,,,,,,,,,,,
11035,11.035,3.57,641848.202,4241287.550,2013,,,,,,,,,,,,
11033,11.033,3.577,641846.998,4241285.766,2013,,,,,,,,,,,,
11032,11.032,3.784,641845.974,4241284.994,2013,,,,,,,,,,,,
11022,11.022,3.799,641836.779,4241279.176,2013,,,,,,,,,,,,
11021,11.021,3.511,641835.671,4241278.655,2013,,,,,,,,,,,,
11019,11.019,3.094,641834.049,4241277.756,2013,,,,,,,,,,,,
11017,11.017,2.83,641832.605,4241276.766,2013,,,,,,,,,,,,
11015,11.015,2.941,641831.005,4241275.522,2013,,,,,,,,,,,,
11013,11.013,3.167,641829.437,4241274.751,2013,,,,,,,,,,,,
11011,11.011,3.389,641827.573,4241274.011,2013,,,,,,,,,,,,
11009,11.009,3.533,641825.890,4241273.118,2013,,,,,,,,,,,,
11006,11.006,3.746,641823.351,4241271.913,2013,,,,,,,,,,,,
11005,11.005,3.84,641821.459,4241271.216,2013,,,,,,,,,,,,
11002,11.002,3.906,641819.116,4241269.970,2013,,,,,,,,,,,,
10999,10.999,3.902,641816.742,4241268.979,2013,,,,,,,,,,,,
10997,10.997,3.843,641814.582,4241267.812,2013,,,,,,,,,,,,
10995,10.995,3.852,641812.488,4241266.773,2013,,,,,,,,,,,,
10994,10.994,3.779,641810.420,4241266.286,2013,,,,,,,,,,,,
10992,10.992,3.817,641808.343,4241265.667,2013,,,,,,,,,,,,
10990,10.99,3.739,641806.427,4241264.401,2013,,,,,,,,,,,,
10988,10.988,3.656,641804.505,4241263.587,2013,,,,,,,,,,,,
10986,10.986,3.671,641802.889,4241262.103,2013,,,,,,,,,,,,
10984,10.984,3.738,641801.177,4241261.345,2013,,,,,,,,,,,,
10982,10.982,3.825,641799.546,4241260.021,2013,,,,,,,,,,,,
10980,10.98,3.713,641797.898,4241258.692,2013,,,,,,,,,,,,
10978,10.978,3.75,641796.749,4241256.613,2013,,,,,,,,,,,,
10976,10.976,3.738,641795.319,4241254.828,2013,,,,,,,,,,,,
10972,10.972,3.794,641793.634,4241251.886,2013,,,,,,,,,,,,
10969,10.969,3.889,641792.627,4241249.784,2013,,,,,,,,,,,,
10967,10.967,3.838,641791.393,4241247.274,2013,,,,,,,,,,,,
10964,10.964,3.815,641790.270,4241244.497,2013,,,,,,,,,,,,
10962,10.962,3.782,641789.092,4241242.465,2013,,,,,,,,,,,,
10959,10.959,3.793,641788.490,4241239.712,2013,,,,,,,,,,,,
10956,10.956,3.826,641787.279,4241236.860,2013,,,,,,,,,,,,
10954,10.954,3.915,641786.683,4241234.226,2013,,,,,,,,,,,,
10952,10.952,3.907,641785.823,4241231.435,2013,,,,,,,,,,,,
10949,10.949,3.867,641785.416,4241228.844,2013,,,,,,,,,,,,
10947,10.947,3.874,641784.669,4241226.255,2013,,,,,,,,,,,,
10944,10.944,3.832,641783.800,4241223.633,2013,,,,,,,,,,,,
10941,10.941,3.817,641783.098,4241220.809,2013,,,,,,,,,,,,
10938,10.938,3.797,641782.369,4241218.156,2013,,,,,,,,,,,,
10936,10.936,3.806,641781.920,4241216.237,2013,,,,,,,,,,,,
10934,10.934,3.815,641781.444,4241214.275,2013,,,,,,,,,,,,
10932,10.932,3.806,641781.095,4241212.053,2013,,,,,,,,,,,,
10930,10.93,3.789,641780.574,4241209.851,2013,,,,,,,,,,,,
10928,10.928,3.798,641780.079,4241207.777,2013,,,,,,,,,,,,
10926,10.926,3.793,641779.447,4241205.904,2013,,,,,,,,,,,,
10923,10.923,3.832,641778.777,4241203.295,2013,,,,,,,,,,,,
10921,10.921,3.811,641778.197,4241200.809,2013,,,,,,,,,,,,
10918,10.918,3.761,641777.529,4241198.578,2013,,,,,,,,,,,,
10916,10.916,3.763,641777.107,4241196.752,2013,,,,,,,,,,,,
10914,10.914,3.724,641776.788,4241194.725,2013,,,,,,,,,,,,
10912,10.912,3.73,641776.459,4241192.615,2013,,,,,,,,,,,,
10910,10.91,3.746,641776.092,4241190.441,2013,,,,,,,,,,,,
10907,10.907,3.722,641775.807,4241188.038,2013,,,,,,,,,,,,
10905,10.905,3.775,641775.447,4241185.969,2013,,,,,,,,,,,,
10902,10.902,3.741,641775.098,4241182.839,2013,,,,,,,,,,,,
10900,10.9,3.731,641774.956,4241180.785,2013,,,,,,,,,,,,
10898,10.898,3.774,641774.578,4241178.531,2013,,,,,,,,,,,,
10896,10.896,3.795,641774.237,4241176.435,2013,,,,,,,,,,,,
10893,10.893,3.802,641773.784,4241174.141,2013,,,,,,,,,,,,
10891,10.891,3.799,641773.358,4241171.816,2013,,,,,,,,,,,,
10889,10.889,3.794,641772.914,4241169.437,2013,,,,,,,,,,,,
10886,10.886,3.733,641772.436,4241166.985,2013,,,,,,,,,,,,
10884,10.884,3.752,641772.062,4241164.747,2013,,,,,,,,,,,,
10882,10.882,3.779,641771.840,4241162.334,2013,,,,,,,,,,,,
10879,10.879,3.737,641771.923,4241160.116,2013,,,,,,,,,,,,
10877,10.877,3.725,641771.673,4241157.672,2013,,,,,,,,,,,,
10875,10.875,3.69,641771.152,4241155.436,2013,,,,,,,,,,,,
10872,10.872,3.678,641770.856,4241152.968,2013,,,,,,,,,,,,
10870,10.87,3.674,641770.687,4241150.511,2013,,,,,,,,,,,,
10867,10.867,3.678,641770.768,4241148.125,2013,,,,,,,,,,,,
10865,10.865,3.726,641770.258,4241145.781,2013,,,,,,,,,,,,
10863,10.863,3.742,641770.086,4241143.335,2013,,,,,,,,,,,,
10860,10.86,3.765,641770.429,4241140.799,2013,,,,,,,,,,,,
10857,10.857,3.769,641770.371,4241138.108,2013,,,,,,,,,,,,
10854,10.854,3.769,641770.431,4241135.272,2013,,,,,,,,,,,,
10852,10.852,3.775,641769.918,4241132.542,2013,,,,,,,,,,,,
10849,10.849,3.77,641769.905,4241130.254,2013,,,,,,,,,,,,
10847,10.847,3.79,641769.760,4241127.903,2013,,,,,,,,,,,,
10845,10.845,3.742,641769.811,4241125.652,2013,,,,,,,,,,,,
10842,10.842,3.698,641769.709,4241123.152,2013,,,,,,,,,,,,
10840,10.84,3.688,641769.856,4241120.708,2013,,,,,,,,,,,,
10837,10.837,3.708,641769.677,4241117.879,2013,,,,,,,,,,,,
10834,10.834,3.754,641769.810,4241114.977,2013,,,,,,,,,,,,
10832,10.832,3.715,641770.538,4241112.837,2013,,,,,,,,,,,,
10830,10.83,3.548,641770.949,4241111.072,2013,,,,,,,,,,,,
10828,10.828,3.495,641771.446,4241108.820,2013,,,,,,,,,,,,
10826,10.826,3.451,641771.565,4241106.485,2013,,,,,,,,,,,,
10824,10.824,3.427,641771.525,4241104.309,2013,,,,,,,,,,,,
10821,10.821,3.499,641771.099,4241101.880,2013,,,,,,,,,,,,
10819,10.819,3.516,641770.524,4241099.561,2013,,,,,,,,,,,,
10817,10.817,3.517,641769.742,4241097.502,2013,,,,,,,,,,,,
10815,10.815,3.586,641769.216,4241095.334,2013,,,,,,,,,,,,
10812,10.812,3.62,641768.470,4241093.028,2013,,,,,,,,,,,,
10810,10.81,3.505,641768.589,4241090.754,2013,,,,,,,,,,,,
10808,10.808,3.443,641768.849,4241088.678,2013,,,,,,,,,,,,
10805,10.805,3.463,641768.873,4241086.106,2013,,,,,,,,,,,,
10803,10.803,3.497,641768.947,4241083.837,2013,,,,,,,,,,,,
10801,10.801,3.413,641769.133,4241081.861,2013,,,,,,,,,,,,
10800,10.8,3.364,641769.157,4241079.438,2013,,,,,,,,,,,,
10797,10.797,3.403,641768.741,4241077.038,2013,,,,,,,,,,,,
10795,10.795,3.371,641767.621,4241075.058,2013,,,,,,,,,,,,
10793,10.793,3.421,641766.245,4241073.474,2013,,,,,,,,,,,,
10791,10.791,3.369,641764.750,4241072.109,2013,,,,,,,,,,,,
10790,10.79,3.445,641762.898,4241070.639,2013,,,,,,,,,,,,
10787,10.787,3.474,641760.879,4241068.791,2013,,,,,,,,,,,,
10785,10.785,3.497,641759.633,4241067.015,2013,,,,,,,,,,,,
10782,10.782,3.504,641758.648,4241064.953,2013,,,,,,,,,,,,
10780,10.78,3.47,641757.029,4241062.486,2013,,,,,,,,,,,,
10778,10.778,3.531,641755.624,4241061.259,2013,,,,,,,,,,,,
10775,10.775,3.468,641753.959,4241059.429,2013,,,,,,,,,,,,
10774,10.774,3.508,641752.751,4241058.021,2013,,,,,,,,,,,,
10771,10.771,3.613,641751.153,4241056.419,2013,,,,,,,,,,,,
10771,10.771,3.67,641750.715,4241055.825,2013,,,,,,,,,,,,
10768,10.768,3.751,641748.896,4241053.638,2013,,,,,,,,,,,,
10765,10.765,3.683,641746.946,4241051.137,2013,,,,,,,,,,,,
10762,10.762,3.682,641745.086,4241048.913,2013,,,,,,,,,,,,
10759,10.759,3.672,641743.446,4241046.907,2013,,,,,,,,,,,,
10756,10.756,3.691,641741.594,4241044.780,2013,,,,,,,,,,,,
10753,10.753,3.709,641739.496,4241042.609,2013,,,,,,,,,,,,
10752,10.752,3.652,641737.407,4241040.777,2013,,,,,,,,,,,,
10749,10.749,3.761,641735.342,4241038.864,2013,,,,,,,,,,,,
10746,10.746,3.77,641733.508,4241037.242,2013,,,,,,,,,,,,
10744,10.744,3.717,641731.309,4241035.631,2013,,,,,,,,,,,,
10740,10.74,3.703,641728.982,4241033.712,2013,,,,,,,,,,,,
10737,10.737,3.686,641726.793,4241031.731,2013,,,,,,,,,,,,
10735,10.735,3.706,641724.705,4241030.020,2013,,,,,,,,,,,,
10732,10.732,3.703,641722.408,4241027.982,2013,,,,,,,,,,,,
10728,10.728,3.714,641719.257,4241025.635,2013,,,,,,,,,,,,
10724,10.724,3.695,641716.380,4241023.583,2013,,,,,,,,,,,,
10720,10.72,3.56,641713.424,4241020.689,2013,,,,,,,,,,,,
10716,10.716,3.616,641710.794,4241018.043,2013,,,,,,,,,,,,
10708,10.708,3.516,641704.572,4241012.353,2013,,,,,,,,,,,,
10703,10.703,3.562,641700.727,4241008.550,2013,,,,,,,,,,,,
10699,10.699,3.57,641697.967,4241006.009,2013,,,,,,,,,,,,
10692,10.692,3.512,641693.211,4241001.168,2013,,,,,,,,,,,,
10687,10.687,3.47,641690.145,4240997.915,2013,,,,,,,,,,,,
10682,10.682,3.443,641685.739,4240994.098,2013,,,,,,,,,,,,
10675,10.675,3.346,641681.601,4240989.082,2013,,,,,,,,,,,,
10671,10.671,3.398,641679.151,4240985.455,2013,,,,,,,,,,,,
10667,10.667,3.448,641677.178,4240982.691,2013,,,,,,,,,,,,
10663,10.663,3.363,641675.108,4240979.272,2013,,,,,,,,,,,,
10659,10.659,3.395,641673.186,4240975.786,2013,,,,,,,,,,,,
10656,10.656,3.47,641671.618,4240972.640,2013,,,,,,,,,,,,
10652,10.652,3.535,641670.082,4240969.262,2013,,,,,,,,,,,,
10649,10.649,3.581,641668.464,4240965.959,2013,,,,,,,,,,,,
10644,10.644,3.648,641666.845,4240961.914,2013,,,,,,,,,,,,
10640,10.64,3.645,641665.429,4240958.071,2013,,,,,,,,,,,,
10636,10.636,3.677,641664.125,4240954.483,2013,,,,,,,,,,,,
10632,10.632,3.663,641662.820,4240950.614,2013,,,,,,,,,,,,
10628,10.628,3.721,641661.574,4240946.897,2013,,,,,,,,,,,,
10624,10.624,3.78,641660.178,4240942.512,2013,,,,,,,,,,,,
10619,10.619,3.814,641658.883,4240937.979,2013,,,,,,,,,,,,
10614,10.614,3.834,641657.750,4240933.489,2013,,,,,,,,,,,,
10610,10.61,3.869,641656.892,4240929.620,2013,,,,,,,,,,,,
10606,10.606,3.803,641655.827,4240925.389,2013,,,,,,,,,,,,
10601,10.601,3.867,641655.090,4240921.073,2013,,,,,,,,,,,,
10598,10.598,3.721,641655.037,4240917.358,2013,,,,,,,,,,,,
10595,10.595,3.593,641654.522,4240914.077,2013,,,,,,,,,,,,
10591,10.591,3.556,641653.792,4240910.035,2013,,,,,,,,,,,,
10587,10.587,3.581,641653.010,4240906.111,2013,,,,,,,,,,,,
10583,10.583,3.498,641652.110,4240902.287,2013,,,,,,,,,,,,
10579,10.579,3.577,641651.169,4240898.167,2013,,,,,,,,,,,,
10574,10.574,3.527,641650.131,4240893.877,2013,,,,,,,,,,,,
10570,10.57,3.55,641649.013,4240890.278,2013,,,,,,,,,,,,
10567,10.567,3.561,641648.119,4240886.597,2013,,,,,,,,,,,,
10563,10.563,3.512,641646.971,4240882.898,2013,,,,,,,,,,,,
10554,10.554,3.642,641643.631,4240875.022,2013,,,,,,,,,,,,
10550,10.55,3.626,641641.338,4240871.037,2013,,,,,,,,,,,,
10545,10.545,3.647,641639.072,4240866.946,2013,,,,,,,,,,,,
10541,10.541,3.662,641637.030,4240863.225,2013,,,,,,,,,,,,
10537,10.537,3.723,641635.054,4240859.518,2013,,,,,,,,,,,,
10533,10.533,3.675,641632.794,4240855.957,2013,,,,,,,,,,,,
10529,10.529,3.613,641631.478,4240851.933,2013,,,,,,,,,,,,
10525,10.525,3.546,641629.812,4240847.872,2013,,,,,,,,,,,,
