RiverMeter,RiverKM,Elevation,Easting,Northing,Year,,,,,,,,,,,,
12188,12.188,5.152,642390.937,4242206.051,2013,,,,,,,,,,,,
12186,12.186,5.166,642389.062,4242204.184,2013,,,,,,,,,,,,
12183,12.183,5.215,642387.241,4242202.492,2013,,,,,,,,,,,,
12181,12.181,5.191,642385.808,4242200.771,2013,,,,,,,,,,,,
12179,12.179,5.206,642384.208,4242198.978,2013,,,,,,,,,,,,
12176,12.176,5.216,642382.456,4242196.993,2013,,,,,,,,,,,,
12173,12.173,5.202,642380.737,4242194.876,2013,,,,,,,,,,,,
12170,12.17,5.259,642378.858,4242192.814,2013,,,,,,,,,,,,
12168,12.168,5.211,642377.273,4242191.089,2013,,,,,,,,,,,,
12165,12.165,5.193,642375.233,4242189.247,2013,,,,,,,,,,,,
12162,12.162,5.183,642373.491,4242187.187,2013,,,,,,,,,,,,
12160,12.16,5.143,642371.977,4242185.311,2013,,,,,,,,,,,,
12158,12.158,5.15,642370.476,4242183.257,2013,,,,,,,,,,,,
12155,12.155,5.163,642368.651,4242181.440,2013,,,,,,,,,,,,
12153,12.153,5.161,642366.672,4242179.612,2013,,,,,,,,,,,,
12151,12.151,5.176,642364.908,4242177.799,2013,,,,,,,,,,,,
12149,12.149,5.17,642363.076,4242175.850,2013,,,,,,,,,,,,
12147,12.147,5.17,642361.350,4242174.473,2013,,,,,,,,,,,,
12145,12.145,5.152,642359.951,4242172.103,2013,,,,,,,,,,,,
12142,12.142,5.162,642358.714,4242169.717,2013,,,,,,,,,,,,
12139,12.139,5.161,642357.353,4242167.528,2013,,,,,,,,,,,,
12132,12.132,5.143,642356.276,4242164.654,2013,,,,,,,,,,,,
12129,12.129,5.137,642355.087,4242162.408,2013,,,,,,,,,,,,
12127,12.127,5.098,642354.347,4242160.065,2013,,,,,,,,,,,,
12124,12.124,5.085,642353.514,4242157.490,2013,,,,,,,,,,,,
12122,12.122,5.112,642353.099,4242155.337,2013,,,,,,,,,,,,
12120,12.12,5.127,642352.748,4242152.862,2013,,,,,,,,,,,,
12118,12.118,5.13,642352.103,4242150.488,2013,,,,,,,,,,,,
12116,12.116,5.149,642351.321,4242148.242,2013,,,,,,,,,,,,
12113,12.113,5.133,642350.657,4242145.626,2013,,,,,,,,,,,,
12111,12.111,5.141,642349.852,4242143.281,2013,,,,,,,,,,,,
12108,12.108,5.115,642348.601,4242140.885,2013,,,,,,,,,,,,
12105,12.105,5.109,642347.408,4242138.903,2013,,,,,,,,,,,,
12103,12.103,5.098,642345.937,4242136.925,2013,,,,,,,,,,,,
12100,12.1,5.104,642344.210,4242135.152,2013,,,,,,,,,,,,
12099,12.099,5.112,642343.357,4242133.912,2013,,,,,,,,,,,,
12097,12.097,5.129,642342.701,4242132.250,2013,,,,,,,,,,,,
12095,12.095,5.076,642341.411,4242130.204,2013,,,,,,,,,,,,
12093,12.093,5.094,642340.211,4242128.335,2013,,,,,,,,,,,,
12091,12.091,5.091,642339.186,4242126.081,2013,,,,,,,,,,,,
12090,12.09,5.13,642337.787,4242123.926,2013,,,,,,,,,,,,
12088,12.088,5.028,642336.959,4242122.310,2013,,,,,,,,,,,,
12086,12.086,5.012,642334.950,4242121.511,2013,,,,,,,,,,,,
12084,12.084,4.887,642332.488,4242121.180,2013,,,,,,,,,,,,
12082,12.082,4.868,642330.187,4242121.216,2013,,,,,,,,,,,,
12079,12.079,4.87,642327.959,4242120.952,2013,,,,,,,,,,,,
12077,12.077,4.915,642325.481,4242121.083,2013,,,,,,,,,,,,
12075,12.075,4.987,642323.347,4242121.151,2013,,,,,,,,,,,,
12073,12.073,5.025,642321.135,4242121.271,2013,,,,,,,,,,,,
12070,12.07,5.064,642318.692,4242120.523,2013,,,,,,,,,,,,
12068,12.068,5.057,642316.570,4242119.601,2013,,,,,,,,,,,,
12066,12.066,5.107,642314.479,4242118.776,2013,,,,,,,,,,,,
12064,12.064,5.113,642312.685,4242117.868,2013,,,,,,,,,,,,
12062,12.062,5.06,642310.804,4242116.958,2013,,,,,,,,,,,,
12060,12.06,5.075,642309.179,4242115.941,2013,,,,,,,,,,,,
12058,12.058,4.954,642307.494,4242114.999,2013,,,,,,,,,,,,
12056,12.056,4.912,642305.456,4242114.575,2013,,,,,,,,,,,,
12054,12.054,4.967,642303.130,4242114.269,2013,,,,,,,,,,,,
12052,12.052,4.944,642301.330,4242114.000,2013,,,,,,,,,,,,
12050,12.05,4.913,642299.306,4242113.786,2013,,,,,,,,,,,,
12048,12.048,4.907,642297.532,4242113.710,2013,,,,,,,,,,,,
12046,12.046,4.913,642295.903,4242113.360,2013,,,,,,,,,,,,
12045,12.045,4.923,642294.098,4242113.330,2013,,,,,,,,,,,,
12043,12.043,4.951,642292.394,4242113.240,2013,,,,,,,,,,,,
12041,12.041,4.9,642290.647,4242113.174,2013,,,,,,,,,,,,
12039,12.039,4.91,642288.780,4242113.210,2013,,,,,,,,,,,,
12038,12.038,4.922,642286.931,4242113.209,2013,,,,,,,,,,,,
12036,12.036,4.895,642284.893,4242113.231,2013,,,,,,,,,,,,
12034,12.034,4.934,642282.864,4242113.295,2013,,,,,,,,,,,,
12033,12.033,4.944,642280.882,4242113.365,2013,,,,,,,,,,,,
12031,12.031,4.887,642279.076,4242113.334,2013,,,,,,,,,,,,
12029,12.029,4.94,642277.341,4242113.305,2013,,,,,,,,,,,,
12027,12.027,4.926,642275.264,4242112.990,2013,,,,,,,,,,,,
12026,12.026,4.927,642273.521,4242112.596,2013,,,,,,,,,,,,
12024,12.024,4.927,642271.681,4242112.120,2013,,,,,,,,,,,,
12022,12.022,4.896,642269.791,4242111.657,2013,,,,,,,,,,,,
12020,12.02,4.902,642268.057,4242110.611,2013,,,,,,,,,,,,
12018,12.018,4.897,642266.384,4242109.427,2013,,,,,,,,,,,,
12016,12.016,4.882,642264.857,4242108.007,2013,,,,,,,,,,,,
12014,12.014,4.893,642263.484,4242106.525,2013,,,,,,,,,,,,
12013,12.013,4.891,642262.275,4242104.850,2013,,,,,,,,,,,,
12012,12.012,4.871,642261.197,4242103.318,2013,,,,,,,,,,,,
12010,12.01,4.853,642260.152,4242101.772,2013,,,,,,,,,,,,
12008,12.008,4.861,642258.976,4242100.152,2013,,,,,,,,,,,,
12006,12.006,4.864,642257.846,4242098.608,2013,,,,,,,,,,,,
12004,12.004,4.887,642256.915,4242097.222,2013,,,,,,,,,,,,
12002,12.002,4.879,642255.809,4242095.581,2013,,,,,,,,,,,,
12001,12.001,4.867,642254.725,4242094.074,2013,,,,,,,,,,,,
11999,11.999,4.846,642253.559,4242092.499,2013,,,,,,,,,,,,
11998,11.998,4.917,642252.198,4242091.397,2013,,,,,,,,,,,,
11996,11.996,4.899,642251.014,4242090.325,2013,,,,,,,,,,,,
11995,11.995,4.94,642249.800,4242089.395,2013,,,,,,,,,,,,
11993,11.993,4.962,642248.386,4242088.024,2013,,,,,,,,,,,,
11991,11.991,4.979,642247.013,4242086.952,2013,,,,,,,,,,,,
11990,11.99,4.989,642245.655,4242085.854,2013,,,,,,,,,,,,
11989,11.989,4.961,642244.273,4242084.470,2013,,,,,,,,,,,,
11987,11.987,4.921,642243.095,4242083.039,2013,,,,,,,,,,,,
11986,11.986,4.848,642241.769,4242082.260,2013,,,,,,,,,,,,
11984,11.984,4.848,642240.908,4242080.777,2013,,,,,,,,,,,,
11982,11.982,4.82,642240.034,4242079.323,2013,,,,,,,,,,,,
11980,11.98,4.74,642239.776,4242077.312,2013,,,,,,,,,,,,
11979,11.979,4.76,642240.592,4242075.732,2013,,,,,,,,,,,,
11978,11.978,4.796,642240.528,4242074.164,2013,,,,,,,,,,,,
11976,11.976,4.842,642239.948,4242072.615,2013,,,,,,,,,,,,
11974,11.974,4.877,642239.386,4242070.736,2013,,,,,,,,,,,,
11972,11.972,4.768,642238.749,4242069.206,2013,,,,,,,,,,,,
11971,11.971,4.791,642238.101,4242067.278,2013,,,,,,,,,,,,
11969,11.969,4.79,642237.688,4242065.311,2013,,,,,,,,,,,,
11967,11.967,4.806,642237.511,4242063.415,2013,,,,,,,,,,,,
11965,11.965,4.805,642237.043,4242061.811,2013,,,,,,,,,,,,
11963,11.963,4.851,642236.792,4242059.789,2013,,,,,,,,,,,,
11962,11.962,4.807,642236.750,4242057.974,2013,,,,,,,,,,,,
11960,11.96,4.64,642237.183,4242056.294,2013,,,,,,,,,,,,
11958,11.958,4.648,642237.275,4242054.446,2013,,,,,,,,,,,,
11957,11.957,4.726,642237.409,4242052.575,2013,,,,,,,,,,,,
11955,11.955,4.795,642237.370,4242050.501,2013,,,,,,,,,,,,
11953,11.953,4.803,642237.453,4242048.418,2013,,,,,,,,,,,,
11951,11.951,4.829,642237.243,4242046.241,2013,,,,,,,,,,,,
11949,11.949,4.848,642237.043,4242044.261,2013,,,,,,,,,,,,
11947,11.947,4.878,642237.254,4242041.991,2013,,,,,,,,,,,,
11945,11.945,4.885,642237.596,4242040.213,2013,,,,,,,,,,,,
11943,11.943,4.868,642237.713,4242038.207,2013,,,,,,,,,,,,
11941,11.941,4.87,642237.935,4242036.171,2013,,,,,,,,,,,,
11940,11.94,4.864,642238.324,4242034.203,2013,,,,,,,,,,,,
11938,11.938,4.89,642238.723,4242032.367,2013,,,,,,,,,,,,
11936,11.936,4.874,642238.945,4242030.438,2013,,,,,,,,,,,,
11935,11.935,4.857,642238.833,4242028.503,2013,,,,,,,,,,,,
11933,11.933,4.857,642238.252,4242026.880,2013,,,,,,,,,,,,
11931,11.931,4.888,642237.632,4242025.145,2013,,,,,,,,,,,,
11929,11.929,4.878,642237.002,4242023.404,2013,,,,,,,,,,,,
11927,11.927,4.859,642236.323,4242021.634,2013,,,,,,,,,,,,
11925,11.925,4.813,642235.620,4242019.873,2013,,,,,,,,,,,,
11924,11.924,4.839,642234.911,4242018.223,2013,,,,,,,,,,,,
11922,11.922,4.824,642234.162,4242016.666,2013,,,,,,,,,,,,
11921,11.921,4.818,642233.361,4242015.121,2013,,,,,,,,,,,,
11919,11.919,4.808,642232.514,4242013.478,2013,,,,,,,,,,,,
11917,11.917,4.841,642231.650,4242011.906,2013,,,,,,,,,,,,
11915,11.915,4.857,642231.054,4242009.971,2013,,,,,,,,,,,,
11913,11.913,4.824,642230.299,4242008.199,2013,,,,,,,,,,,,
11911,11.911,4.855,642229.444,4242006.418,2013,,,,,,,,,,,,
11910,11.91,4.888,642228.624,4242004.971,2013,,,,,,,,,,,,
11909,11.909,4.809,642227.586,4242003.290,2013,,,,,,,,,,,,
11907,11.907,4.822,642226.589,4242001.448,2013,,,,,,,,,,,,
11905,11.905,4.842,642225.610,4241999.846,2013,,,,,,,,,,,,
11903,11.903,4.864,642224.525,4241998.248,2013,,,,,,,,,,,,
11901,11.901,4.9,642223.487,4241996.633,2013,,,,,,,,,,,,
11899,11.899,4.923,642222.481,4241995.049,2013,,,,,,,,,,,,
11897,11.897,4.925,642221.444,4241993.406,2013,,,,,,,,,,,,
11895,11.895,4.96,642220.433,4241991.960,2013,,,,,,,,,,,,
11894,11.894,4.868,642219.490,4241990.526,2013,,,,,,,,,,,,
11892,11.892,4.866,642218.494,4241989.078,2013,,,,,,,,,,,,
11889,11.889,4.782,642217.456,4241987.569,2013,,,,,,,,,,,,
11888,11.888,4.796,642216.398,4241986.277,2013,,,,,,,,,,,,
11886,11.886,4.772,642215.321,4241984.961,2013,,,,,,,,,,,,
11884,11.884,4.777,642214.142,4241983.444,2013,,,,,,,,,,,,
11882,11.882,4.78,642212.958,4241982.048,2013,,,,,,,,,,,,
11880,11.88,4.799,642211.591,4241980.487,2013,,,,,,,,,,,,
11879,11.879,4.795,642210.322,4241979.152,2013,,,,,,,,,,,,
11878,11.878,4.8,642208.935,4241977.858,2013,,,,,,,,,,,,
11876,11.876,4.819,642207.306,4241976.475,2013,,,,,,,,,,,,
11874,11.874,4.816,642205.754,4241975.350,2013,,,,,,,,,,,,
11872,11.872,4.789,642204.164,4241974.269,2013,,,,,,,,,,,,
11870,11.87,4.815,642202.526,4241973.178,2013,,,,,,,,,,,,
11868,11.868,4.871,642200.979,4241971.808,2013,,,,,,,,,,,,
11866,11.866,4.829,642199.389,4241970.617,2013,,,,,,,,,,,,
11865,11.865,4.832,642197.801,4241969.619,2013,,,,,,,,,,,,
11864,11.864,4.843,642196.210,4241968.616,2013,,,,,,,,,,,,
11864,11.864,4.844,642194.554,4241967.599,2013,,,,,,,,,,,,
11862,11.862,4.829,642193.087,4241966.636,2013,,,,,,,,,,,,
11860,11.86,4.741,642191.536,4241966.099,2013,,,,,,,,,,,,
11859,11.859,4.702,642189.789,4241965.660,2013,,,,,,,,,,,,
11857,11.857,4.644,642188.007,4241965.682,2013,,,,,,,,,,,,
11855,11.855,4.577,642186.463,4241965.813,2013,,,,,,,,,,,,
11854,11.854,4.589,642184.581,4241965.998,2013,,,,,,,,,,,,
11852,11.852,4.618,642182.695,4241966.351,2013,,,,,,,,,,,,
11850,11.85,4.565,642180.827,4241966.096,2013,,,,,,,,,,,,
11848,11.848,4.508,642178.849,4241965.777,2013,,,,,,,,,,,,
11846,11.846,4.646,642176.748,4241965.559,2013,,,,,,,,,,,,
11844,11.844,4.69,642174.659,4241965.504,2013,,,,,,,,,,,,
11842,11.842,4.718,642172.901,4241965.616,2013,,,,,,,,,,,,
11840,11.84,4.792,642170.996,4241965.505,2013,,,,,,,,,,,,
11839,11.839,4.722,642169.335,4241965.624,2013,,,,,,,,,,,,
11837,11.837,4.815,642167.521,4241965.851,2013,,,,,,,,,,,,
11834,11.834,4.782,642165.335,4241966.085,2013,,,,,,,,,,,,
11833,11.833,4.768,642163.170,4241966.243,2013,,,,,,,,,,,,
11831,11.831,4.781,642161.441,4241966.580,2013,,,,,,,,,,,,
11830,11.83,4.75,642159.478,4241966.831,2013,,,,,,,,,,,,
11828,11.828,4.805,642157.472,4241966.925,2013,,,,,,,,,,,,
11826,11.826,4.785,642155.526,4241967.168,2013,,,,,,,,,,,,
11825,11.825,4.778,642153.333,4241967.404,2013,,,,,,,,,,,,
11823,11.823,4.817,642151.344,4241967.404,2013,,,,,,,,,,,,
11820,11.82,4.774,642149.362,4241967.333,2013,,,,,,,,,,,,
11818,11.818,4.826,642147.342,4241967.232,2013,,,,,,,,,,,,
11816,11.816,4.825,642145.367,4241967.044,2013,,,,,,,,,,,,
11814,11.814,4.869,642143.394,4241966.923,2013,,,,,,,,,,,,
11812,11.812,4.871,642141.665,4241966.731,2013,,,,,,,,,,,,
11810,11.81,4.76,642139.758,4241966.434,2013,,,,,,,,,,,,
11808,11.808,4.746,642137.952,4241965.498,2013,,,,,,,,,,,,
11806,11.806,4.767,642136.227,4241964.811,2013,,,,,,,,,,,,
11804,11.804,4.663,642134.243,4241964.147,2013,,,,,,,,,,,,
11802,11.802,4.758,642132.240,4241963.248,2013,,,,,,,,,,,,
11800,11.8,4.818,642130.322,4241962.730,2013,,,,,,,,,,,,
11798,11.798,4.73,642128.554,4241962.200,2013,,,,,,,,,,,,
11798,11.798,4.754,642126.247,4241962.074,2013,,,,,,,,,,,,
11797,11.797,4.701,642124.277,4241961.445,2013,,,,,,,,,,,,
11795,11.795,4.62,642122.620,4241960.449,2013,,,,,,,,,,,,
11793,11.793,4.622,642121.028,4241959.250,2013,,,,,,,,,,,,
11792,11.792,4.632,642119.749,4241958.222,2013,,,,,,,,,,,,
11789,11.789,4.619,642118.077,4241956.874,2013,,,,,,,,,,,,
11788,11.788,4.621,642116.774,4241955.112,2013,,,,,,,,,,,,
11788,11.788,4.666,642115.852,4241953.194,2013,,,,,,,,,,,,
11786,11.786,4.704,642115.296,4241951.589,2013,,,,,,,,,,,,
11785,11.785,4.529,642114.913,4241949.788,2013,,,,,,,,,,,,
11783,11.783,4.56,642114.223,4241947.856,2013,,,,,,,,,,,,
11781,11.781,4.524,642113.277,4241946.058,2013,,,,,,,,,,,,
11780,11.78,4.586,642112.460,4241944.103,2013,,,,,,,,,,,,
11778,11.778,4.577,642112.362,4241941.960,2013,,,,,,,,,,,,
11776,11.776,4.593,642111.667,4241940.013,2013,,,,,,,,,,,,
11774,11.774,4.577,642111.228,4241937.978,2013,,,,,,,,,,,,
11773,11.773,4.567,642111.031,4241936.011,2013,,,,,,,,,,,,
11772,11.772,4.455,642110.993,4241934.238,2013,,,,,,,,,,,,
11771,11.771,4.525,642111.273,4241932.548,2013,,,,,,,,,,,,
11769,11.769,4.613,642111.744,4241930.791,2013,,,,,,,,,,,,
11767,11.767,4.477,642112.903,4241929.356,2013,,,,,,,,,,,,
11766,11.766,4.507,642113.296,4241927.633,2013,,,,,,,,,,,,
11764,11.764,4.566,642114.157,4241925.914,2013,,,,,,,,,,,,
11763,11.763,4.596,642114.639,4241924.121,2013,,,,,,,,,,,,
11761,11.761,4.558,642115.306,4241922.289,2013,,,,,,,,,,,,
11759,11.759,4.54,642116.294,4241920.432,2013,,,,,,,,,,,,
11757,11.757,4.612,642117.480,4241918.769,2013,,,,,,,,,,,,
11755,11.755,4.578,642118.567,4241917.284,2013,,,,,,,,,,,,
11753,11.753,4.494,642119.619,4241915.702,2013,,,,,,,,,,,,
11752,11.752,4.388,642120.751,4241914.296,2013,,,,,,,,,,,,
11750,11.75,4.346,642122.207,4241913.077,2013,,,,,,,,,,,,
11748,11.748,4.128,642123.869,4241912.037,2013,,,,,,,,,,,,
11747,11.747,4.155,642125.369,4241911.303,2013,,,,,,,,,,,,
11745,11.745,4.139,642126.748,4241910.417,2013,,,,,,,,,,,,
11744,11.744,4.233,642128.065,4241909.178,2013,,,,,,,,,,,,
11742,11.742,4.338,642129.406,4241907.421,2013,,,,,,,,,,,,
11739,11.739,4.499,642130.776,4241905.504,2013,,,,,,,,,,,,
11737,11.737,4.557,642131.648,4241903.523,2013,,,,,,,,,,,,
11735,11.735,4.601,642132.241,4241901.762,2013,,,,,,,,,,,,
11734,11.734,4.607,642132.682,4241900.104,2013,,,,,,,,,,,,
11732,11.732,4.581,642132.922,4241898.319,2013,,,,,,,,,,,,
11730,11.73,4.533,642133.248,4241896.278,2013,,,,,,,,,,,,
11729,11.729,4.478,642133.426,4241894.498,2013,,,,,,,,,,,,
11727,11.727,4.519,642133.524,4241892.639,2013,,,,,,,,,,,,
11725,11.725,4.49,642133.601,4241891.037,2013,,,,,,,,,,,,
11723,11.723,4.521,642133.599,4241889.079,2013,,,,,,,,,,,,
11722,11.722,4.428,642133.663,4241887.319,2013,,,,,,,,,,,,
11720,11.72,4.449,642133.992,4241885.470,2013,,,,,,,,,,,,
11718,11.718,4.512,642134.568,4241883.486,2013,,,,,,,,,,,,
11716,11.716,4.57,642134.882,4241881.556,2013,,,,,,,,,,,,
11714,11.714,4.61,642135.239,4241879.529,2013,,,,,,,,,,,,
11712,11.712,4.683,642135.591,4241877.536,2013,,,,,,,,,,,,
11711,11.711,4.727,642135.783,4241875.748,2013,,,,,,,,,,,,
11709,11.709,4.841,642135.873,4241873.791,2013,,,,,,,,,,,,
11707,11.707,4.81,642135.502,4241872.435,2013,,,,,,,,,,,,
11706,11.706,4.728,642135.044,4241870.568,2013,,,,,,,,,,,,
11704,11.704,4.651,642134.539,4241868.655,2013,,,,,,,,,,,,
11702,11.702,4.632,642133.856,4241866.752,2013,,,,,,,,,,,,
11700,11.7,4.621,642133.635,4241864.726,2013,,,,,,,,,,,,
11698,11.698,4.68,642133.819,4241862.614,2013,,,,,,,,,,,,
11696,11.696,4.729,642134.273,4241860.691,2013,,,,,,,,,,,,
11694,11.694,4.74,642134.715,4241858.802,2013,,,,,,,,,,,,
11692,11.692,4.751,642135.118,4241857.024,2013,,,,,,,,,,,,
11691,11.691,4.754,642135.528,4241855.455,2013,,,,,,,,,,,,
11689,11.689,4.711,642136.093,4241853.660,2013,,,,,,,,,,,,
11687,11.687,4.704,642136.888,4241851.617,2013,,,,,,,,,,,,
11685,11.685,4.694,642137.600,4241849.844,2013,,,,,,,,,,,,
11683,11.683,4.671,642138.249,4241848.161,2013,,,,,,,,,,,,
11681,11.681,4.619,642139.036,4241846.346,2013,,,,,,,,,,,,
11680,11.68,4.588,642139.601,4241844.653,2013,,,,,,,,,,,,
11678,11.678,4.526,642140.122,4241842.878,2013,,,,,,,,,,,,
11677,11.677,4.541,642140.227,4241841.217,2013,,,,,,,,,,,,
11676,11.676,4.548,642140.396,4241839.852,2013,,,,,,,,,,,,
11675,11.675,4.456,642141.492,4241838.317,2013,,,,,,,,,,,,
11673,11.673,4.352,642141.929,4241836.398,2013,,,,,,,,,,,,
11671,11.671,4.403,642142.301,4241834.625,2013,,,,,,,,,,,,
11669,11.669,4.343,642142.616,4241832.694,2013,,,,,,,,,,,,
11667,11.667,4.417,642142.445,4241830.741,2013,,,,,,,,,,,,
11665,11.665,4.421,642142.183,4241828.944,2013,,,,,,,,,,,,
11663,11.663,4.415,642141.913,4241827.179,2013,,,,,,,,,,,,
11661,11.661,4.292,642141.537,4241825.221,2013,,,,,,,,,,,,
11659,11.659,4.295,642141.125,4241823.222,2013,,,,,,,,,,,,
11657,11.657,4.288,642140.235,4241821.388,2013,,,,,,,,,,,,
11656,11.656,4.353,642139.440,4241819.960,2013,,,,,,,,,,,,
11654,11.654,4.389,642138.796,4241818.493,2013,,,,,,,,,,,,
11652,11.652,4.325,642138.522,4241816.827,2013,,,,,,,,,,,,
11651,11.651,4.385,642138.218,4241815.255,2013,,,,,,,,,,,,
11650,11.65,4.427,642137.744,4241813.259,2013,,,,,,,,,,,,
11648,11.648,4.418,642137.288,4241811.373,2013,,,,,,,,,,,,
11647,11.647,4.364,642137.130,4241809.480,2013,,,,,,,,,,,,
11645,11.645,4.359,642136.809,4241807.761,2013,,,,,,,,,,,,
11643,11.643,4.467,642136.595,4241805.865,2013,,,,,,,,,,,,
11641,11.641,4.432,642136.023,4241803.945,2013,,,,,,,,,,,,
11639,11.639,4.47,642135.737,4241801.913,2013,,,,,,,,,,,,
11638,11.638,4.453,642135.159,4241799.835,2013,,,,,,,,,,,,
11636,11.636,4.411,642134.599,4241798.063,2013,,,,,,,,,,,,
11634,11.634,4.28,642133.962,4241796.578,2013,,,,,,,,,,,,
11633,11.633,4.204,642132.829,4241795.174,2013,,,,,,,,,,,,
11631,11.631,4.172,642130.941,4241794.223,2013,,,,,,,,,,,,
11630,11.63,4.218,642129.470,4241793.205,2013,,,,,,,,,,,,
11628,11.628,4.26,642128.427,4241792.116,2013,,,,,,,,,,,,
11626,11.626,4.287,642126.946,4241790.881,2013,,,,,,,,,,,,
11625,11.625,4.284,642125.600,4241789.838,2013,,,,,,,,,,,,
11623,11.623,4.359,642123.937,4241788.589,2013,,,,,,,,,,,,
11621,11.621,4.446,642122.178,4241787.507,2013,,,,,,,,,,,,
11620,11.62,4.397,642120.756,4241786.182,2013,,,,,,,,,,,,
11618,11.618,4.404,642119.707,4241784.586,2013,,,,,,,,,,,,
11616,11.616,4.634,642118.940,4241782.864,2013,,,,,,,,,,,,
11614,11.614,4.805,642118.685,4241780.733,2013,,,,,,,,,,,,
11613,11.613,4.814,642118.702,4241779.485,2013,,,,,,,,,,,,
11612,11.612,4.824,642118.136,4241779.349,2013,,,,,,,,,,,,
11611,11.611,4.47,642118.348,4241777.262,2013,,,,,,,,,,,,
11608,11.608,4.369,642117.845,4241774.989,2013,,,,,,,,,,,,
11606,11.606,4.298,642117.112,4241772.662,2013,,,,,,,,,,,,
11604,11.604,4.331,642116.390,4241770.596,2013,,,,,,,,,,,,
11601,11.601,4.372,642115.616,4241768.418,2013,,,,,,,,,,,,
11599,11.599,4.368,642114.840,4241766.489,2013,,,,,,,,,,,,
11597,11.597,4.357,642114.038,4241764.414,2013,,,,,,,,,,,,
11595,11.595,4.452,642113.178,4241762.324,2013,,,,,,,,,,,,
11593,11.593,4.403,642112.177,4241759.865,2013,,,,,,,,,,,,
11590,11.59,4.333,642111.154,4241757.926,2013,,,,,,,,,,,,
11588,11.588,4.255,642110.031,4241756.242,2013,,,,,,,,,,,,
11586,11.586,4.254,642109.243,4241754.197,2013,,,,,,,,,,,,
11584,11.584,4.177,642108.631,4241752.157,2013,,,,,,,,,,,,
11582,11.582,4.262,642107.748,4241750.163,2013,,,,,,,,,,,,
11580,11.58,4.288,642106.536,4241748.095,2013,,,,,,,,,,,,
11577,11.577,4.24,642105.360,4241746.051,2013,,,,,,,,,,,,
11575,11.575,4.206,642104.334,4241744.317,2013,,,,,,,,,,,,
11573,11.573,4.21,642103.281,4241742.443,2013,,,,,,,,,,,,
11572,11.572,4.27,642102.397,4241740.527,2013,,,,,,,,,,,,
11570,11.57,4.257,642101.153,4241738.767,2013,,,,,,,,,,,,
11567,11.567,4.245,642100.185,4241736.705,2013,,,,,,,,,,,,
11565,11.565,4.171,642098.306,4241735.311,2013,,,,,,,,,,,,
11563,11.563,4.191,642097.184,4241733.809,2013,,,,,,,,,,,,
11561,11.561,4.267,642095.907,4241732.136,2013,,,,,,,,,,,,
11559,11.559,4.198,642094.690,4241730.247,2013,,,,,,,,,,,,
11557,11.557,4.099,642093.498,4241728.649,2013,,,,,,,,,,,,
11555,11.555,4.07,642092.131,4241727.124,2013,,,,,,,,,,,,
11553,11.553,4.051,642090.514,4241725.552,2013,,,,,,,,,,,,
11551,11.551,4.04,642089.136,4241724.358,2013,,,,,,,,,,,,
11549,11.549,4.03,642087.562,4241723.007,2013,,,,,,,,,,,,
11547,11.547,4.061,642086.011,4241721.664,2013,,,,,,,,,,,,
11545,11.545,4.066,642084.209,4241720.530,2013,,,,,,,,,,,,
11543,11.543,4.067,642082.776,4241718.445,2013,,,,,,,,,,,,
11541,11.541,4.06,642081.313,4241716.830,2013,,,,,,,,,,,,
11539,11.539,4.039,642079.562,4241715.376,2013,,,,,,,,,,,,
11536,11.536,4.03,642077.816,4241714.024,2013,,,,,,,,,,,,
11534,11.534,4.049,642075.982,4241712.683,2013,,,,,,,,,,,,
11532,11.532,4.034,642074.478,4241711.569,2013,,,,,,,,,,,,
11530,11.53,4.085,642072.461,4241710.675,2013,,,,,,,,,,,,
11528,11.528,4.178,642070.602,4241709.542,2013,,,,,,,,,,,,
11526,11.526,4.223,642068.828,4241708.557,2013,,,,,,,,,,,,
11524,11.524,4.239,642067.093,4241707.706,2013,,,,,,,,,,,,
11522,11.522,4.242,642065.014,4241706.613,2013,,,,,,,,,,,,
11520,11.52,4.23,642063.365,4241705.730,2013,,,,,,,,,,,,
11518,11.518,4.235,642061.966,4241704.415,2013,,,,,,,,,,,,
11516,11.516,4.232,642060.295,4241703.270,2013,,,,,,,,,,,,
11514,11.514,4.228,642058.367,4241702.424,2013,,,,,,,,,,,,
11512,11.512,4.284,642056.756,4241701.037,2013,,,,,,,,,,,,
11510,11.51,4.322,642055.082,4241700.006,2013,,,,,,,,,,,,
11508,11.508,4.335,642053.195,4241698.845,2013,,,,,,,,,,,,
11506,11.506,4.352,642050.893,4241697.510,2013,,,,,,,,,,,,
11503,11.503,4.354,642048.843,4241696.335,2013,,,,,,,,,,,,
11501,11.501,4.338,642046.830,4241695.278,2013,,,,,,,,,,,,
11499,11.499,4.381,642045.087,4241694.299,2013,,,,,,,,,,,,
11497,11.497,4.396,642043.047,4241693.667,2013,,,,,,,,,,,,
11495,11.495,4.422,642041.087,4241692.842,2013,,,,,,,,,,,,
11493,11.493,4.454,642038.864,4241691.891,2013,,,,,,,,,,,,
11490,11.49,4.468,642036.952,4241690.538,2013,,,,,,,,,,,,
11488,11.488,4.482,642035.078,4241689.269,2013,,,,,,,,,,,,
11486,11.486,4.539,642033.486,4241687.933,2013,,,,,,,,,,,,
11483,11.483,4.548,642031.855,4241686.360,2013,,,,,,,,,,,,
11481,11.481,4.583,642029.955,4241684.801,2013,,,,,,,,,,,,
11479,11.479,4.598,642028.651,4241683.073,2013,,,,,,,,,,,,
